College_Name,State,District,UG_Fee,PG_Fee,Ratings,Academics,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Gender,12th_Percentage,Entrance_Exam_Name,Entrance_Exam_Rank,Preferred_Stream,Preferred_Course,Scholarship_Status,Application_Start_Date,Application_End_Date,Contact,Email
Anna University,West Bengal,Kolkata,72028,166118,4.5,4,5,5,3,4,4,Male,89.9,NEET,20778,Arts,BJMC,Yes,2025-01-09,2025-04-09,+917972953933,annauniversity@edu.in
VIT Vellore,West Bengal,Kolkata,73977,243731,3.4,3,5,3,3,3,4,Female,75.1,CET,36792,Arts,BA,No,2025-03-09,2025-04-11,+918691542717,vitvellore@edu.in
VIT Vellore,West Bengal,Kolkata,214585,241779,3.7,5,4,4,5,4,5,Female,83.0,CUET,24861,Engineering,Mechanical,Yes,2025-06-15,2025-07-23,+918652049372,vitvellore@edu.in
SRM Institute,Karnataka,Mysore,285160,243113,3.4,4,4,5,5,3,3,Female,93.2,JEE,45111,Commerce,BBA,No,2025-01-19,2025-03-08,+917954227094,srminstitute@edu.in
IIT Delhi,Tamil Nadu,Madurai,267266,239236,3.9,5,4,4,5,5,5,Male,84.0,CUET,44224,Engineering,ECE,No,2025-01-28,2025-03-03,+917310567707,iitdelhi@edu.in
Jadavpur University,Karnataka,Mysore,245493,253373,3.0,5,5,3,5,4,5,Male,87.3,CET,1303,Medical,MBBS,Yes,2025-05-22,2025-07-22,+919424847718,jadavpuruniversity@edu.in
Mumbai University,Karnataka,Bangalore,144569,333079,4.7,3,3,5,4,3,3,Female,79.7,CET,12526,Arts,BJMC,Yes,2025-06-28,2025-08-26,+919285816863,mumbaiuniversity@edu.in
IIT Bombay,West Bengal,Kolkata,248384,121806,3.7,4,5,3,4,4,4,Male,74.7,JEE,11273,Medical,BDS,No,2025-04-06,2025-05-30,+919356281803,iitbombay@edu.in
NIT Trichy,Rajasthan,Jaipur,67428,307111,4.0,4,3,5,3,3,4,Female,75.7,CUET,40117,Commerce,BBA,Yes,2025-01-28,2025-03-04,+917480212988,nittrichy@edu.in
SRM Institute,West Bengal,Kolkata,167808,228525,3.4,3,3,4,3,5,3,Female,85.7,NEET,41931,Commerce,BCom,No,2025-02-20,2025-05-19,+918548215798,srminstitute@edu.in
Amity University,Uttar Pradesh,Noida,90187,190560,4.3,5,4,3,3,3,5,Male,69.2,CUET,41962,Engineering,ECE,Yes,2025-04-24,2025-06-17,+917597157366,amityuniversity@edu.in
IIT Delhi,Rajasthan,Jaipur,271965,140839,3.0,4,3,3,3,4,5,Male,96.3,NEET,5634,Medical,BDS,No,2025-01-11,2025-04-06,+919356336082,iitdelhi@edu.in
NIT Trichy,Delhi,New Delhi,57582,357993,4.5,5,5,5,4,3,3,Female,69.4,JEE,29017,Engineering,Civil,No,2025-04-24,2025-05-30,+917783982553,nittrichy@edu.in
SRM Institute,Delhi,New Delhi,136473,273069,4.5,3,5,5,4,4,3,Male,65.9,NEET,33644,Arts,BJMC,No,2025-05-19,2025-07-15,+918101900715,srminstitute@edu.in
Amity University,Delhi,New Delhi,190290,234943,3.6,5,5,4,5,4,4,Male,79.6,CET,48245,Arts,BA,No,2025-01-08,2025-03-11,+919455924157,amityuniversity@edu.in
SRM Institute,Uttar Pradesh,Lucknow,54939,233841,4.6,5,4,5,4,3,5,Male,91.3,NEET,11198,Commerce,BCom,Yes,2025-03-27,2025-06-16,+918521093193,srminstitute@edu.in
Jadavpur University,Gujarat,Surat,94678,100952,4.6,4,3,3,3,4,3,Male,68.6,CET,48726,Commerce,BBA,No,2025-03-13,2025-06-05,+919864987285,jadavpuruniversity@edu.in
Christ University,Karnataka,Mysore,221169,295383,3.6,4,5,4,5,5,5,Male,92.0,NEET,1639,Engineering,CSE,Yes,2025-05-24,2025-08-11,+919272887268,christuniversity@edu.in
IIT Delhi,Karnataka,Mysore,62302,70429,4.5,5,3,5,5,4,5,Female,79.5,JEE,21289,Commerce,BBA,Yes,2025-03-10,2025-04-25,+917541496473,iitdelhi@edu.in
IIT Bombay,Karnataka,Mysore,60642,123531,4.8,5,3,4,4,3,5,Male,77.4,NEET,36709,Engineering,Civil,No,2025-05-02,2025-06-13,+918312760181,iitbombay@edu.in
NIT Trichy,Maharashtra,Pune,263394,391729,3.4,4,4,4,5,4,3,Male,92.5,CET,7958,Medical,BDS,No,2025-05-18,2025-07-21,+917217022775,nittrichy@edu.in
NIT Trichy,Maharashtra,Nagpur,281040,273120,3.2,5,5,3,4,4,3,Female,74.3,CUET,6674,Medical,BDS,No,2025-04-10,2025-06-03,+919802313399,nittrichy@edu.in
NIT Trichy,Karnataka,Bangalore,187904,381329,5.0,3,4,4,5,4,4,Male,94.9,CUET,6207,Medical,BDS,Yes,2025-02-17,2025-03-24,+919762602043,nittrichy@edu.in
VIT Vellore,Rajasthan,Jaipur,92744,379332,4.7,5,3,5,4,4,5,Female,89.4,JEE,38667,Arts,BA,Yes,2025-01-28,2025-03-09,+919145725078,vitvellore@edu.in
VIT Vellore,Maharashtra,Pune,158885,236996,3.9,4,5,3,3,4,4,Male,88.9,JEE,40792,Engineering,CSE,Yes,2025-04-03,2025-05-23,+919569077568,vitvellore@edu.in
SRM Institute,Gujarat,Surat,69599,148228,3.6,5,3,4,4,5,3,Female,97.7,CET,44008,Commerce,BBA,No,2025-06-26,2025-09-02,+919965815826,srminstitute@edu.in
Anna University,Karnataka,Bangalore,110685,97008,4.3,5,4,4,5,5,5,Male,93.3,NEET,38170,Medical,BDS,No,2025-04-03,2025-06-21,+918005478923,annauniversity@edu.in
VIT Vellore,Maharashtra,Mumbai,271919,329792,3.2,3,5,5,4,5,5,Male,71.3,NEET,18270,Commerce,BCom,Yes,2025-03-18,2025-04-24,+917688236553,vitvellore@edu.in
Jadavpur University,Uttar Pradesh,Noida,119733,119662,4.0,3,3,3,4,4,5,Male,82.2,CET,37313,Medical,MBBS,No,2025-06-25,2025-08-26,+919238183593,jadavpuruniversity@edu.in
SRM Institute,Maharashtra,Pune,184423,209066,4.1,3,4,4,5,3,4,Male,71.4,JEE,34156,Arts,BA,No,2025-02-21,2025-05-06,+919131790725,srminstitute@edu.in
Jadavpur University,Punjab,Chandigarh,122207,236641,4.6,5,3,3,4,4,3,Female,70.2,CUET,104,Medical,BDS,Yes,2025-03-06,2025-05-01,+917929171786,jadavpuruniversity@edu.in
IIT Bombay,Tamil Nadu,Coimbatore,144610,353003,4.2,4,3,3,3,4,3,Female,74.5,JEE,25080,Engineering,Mechanical,Yes,2025-06-11,2025-08-29,+918482154450,iitbombay@edu.in
VIT Vellore,West Bengal,Kolkata,198459,190619,3.3,4,4,5,5,4,3,Male,80.1,JEE,23280,Engineering,ECE,No,2025-01-20,2025-03-05,+919310291417,vitvellore@edu.in
Christ University,Rajasthan,Jaipur,128945,249374,4.4,5,5,4,5,4,5,Male,85.8,CET,29398,Commerce,BCom,No,2025-04-22,2025-07-12,+919708517243,christuniversity@edu.in
BITS Pilani,Punjab,Chandigarh,114406,241809,4.9,5,3,4,4,5,5,Female,96.5,CET,14342,Commerce,BCom,No,2025-06-17,2025-07-22,+919876068647,bitspilani@edu.in
SRM Institute,West Bengal,Kolkata,64751,274981,3.1,3,4,3,4,4,5,Male,95.5,NEET,37442,Engineering,ECE,Yes,2025-02-18,2025-04-12,+919551187320,srminstitute@edu.in
Anna University,Punjab,Chandigarh,87584,312687,4.2,5,5,4,3,4,5,Female,81.8,NEET,17281,Arts,BA,Yes,2025-06-08,2025-08-10,+918089965236,annauniversity@edu.in
Anna University,Punjab,Chandigarh,155892,300030,4.2,4,4,4,5,4,4,Male,82.4,NEET,36834,Engineering,ECE,No,2025-06-28,2025-08-05,+918222810951,annauniversity@edu.in
Mumbai University,West Bengal,Kolkata,118190,279790,3.0,4,5,3,3,4,5,Male,85.6,CET,40698,Engineering,CSE,No,2025-02-14,2025-03-16,+919934493591,mumbaiuniversity@edu.in
IIT Bombay,Uttar Pradesh,Lucknow,281160,173674,4.6,4,5,3,4,5,5,Male,79.4,CUET,8241,Medical,BDS,Yes,2025-01-27,2025-02-26,+917226517921,iitbombay@edu.in
Christ University,Uttar Pradesh,Noida,289062,201040,3.1,4,3,4,4,5,4,Male,91.0,CUET,35724,Medical,BDS,No,2025-03-07,2025-05-16,+917917574265,christuniversity@edu.in
VIT Vellore,Uttar Pradesh,Lucknow,131699,122359,4.7,5,3,5,5,5,3,Male,71.4,CET,17056,Engineering,CSE,Yes,2025-05-24,2025-07-07,+919550794277,vitvellore@edu.in
IIT Delhi,Rajasthan,Jaipur,264415,153926,4.2,3,5,5,3,3,4,Female,72.6,CUET,19730,Engineering,Mechanical,No,2025-04-18,2025-05-31,+917287113295,iitdelhi@edu.in
Anna University,Delhi,New Delhi,129499,324177,4.4,4,3,3,3,5,3,Female,65.1,CUET,34085,Medical,MBBS,Yes,2025-05-03,2025-06-06,+918296810620,annauniversity@edu.in
VIT Vellore,West Bengal,Kolkata,241863,329762,4.3,4,4,4,5,4,5,Male,72.3,JEE,2461,Engineering,CSE,Yes,2025-02-05,2025-03-29,+919278396998,vitvellore@edu.in
Jadavpur University,Delhi,New Delhi,288845,144222,4.2,5,5,3,5,4,3,Female,78.3,CUET,32733,Arts,BA,No,2025-02-21,2025-04-24,+918702016389,jadavpuruniversity@edu.in
Christ University,Gujarat,Surat,164203,99993,4.0,5,4,5,5,3,4,Male,97.9,NEET,32508,Engineering,Mechanical,No,2025-02-06,2025-03-21,+917311976864,christuniversity@edu.in
NIT Trichy,Maharashtra,Mumbai,240892,88011,4.6,4,4,3,5,4,5,Male,86.6,NEET,23749,Engineering,Civil,Yes,2025-01-09,2025-03-22,+917725041687,nittrichy@edu.in
Amity University,Karnataka,Mysore,296341,94677,3.5,4,5,5,5,4,5,Female,94.8,CET,46414,Medical,MBBS,No,2025-03-13,2025-04-21,+919255004246,amityuniversity@edu.in
Christ University,Delhi,New Delhi,133372,372693,4.7,5,3,4,3,4,3,Male,67.6,NEET,268,Commerce,BCom,Yes,2025-04-14,2025-07-08,+918246250088,christuniversity@edu.in
Amity University,West Bengal,Kolkata,245860,381956,3.8,4,5,4,5,5,4,Male,79.3,NEET,36472,Engineering,ECE,Yes,2025-05-11,2025-06-16,+919546801797,amityuniversity@edu.in
IIT Delhi,West Bengal,Kolkata,231585,250629,3.6,4,4,3,5,5,3,Female,73.5,CET,47927,Engineering,Civil,No,2025-04-03,2025-06-12,+917550486411,iitdelhi@edu.in
NIT Trichy,Uttar Pradesh,Noida,252591,79626,3.6,4,3,4,4,3,5,Female,95.7,CET,36313,Engineering,ECE,No,2025-04-22,2025-06-18,+917023387038,nittrichy@edu.in
Christ University,Tamil Nadu,Coimbatore,271621,377790,3.7,5,3,3,5,5,5,Male,89.4,CUET,9094,Commerce,BCom,No,2025-02-26,2025-04-28,+917453652802,christuniversity@edu.in
Christ University,Maharashtra,Mumbai,205429,102025,3.9,3,5,4,4,5,3,Female,97.9,CUET,27167,Engineering,Mechanical,No,2025-06-11,2025-07-15,+918257671045,christuniversity@edu.in
VIT Vellore,Delhi,New Delhi,220350,350817,4.8,5,4,4,5,3,5,Male,73.0,JEE,20675,Engineering,ECE,No,2025-05-20,2025-08-14,+919187433834,vitvellore@edu.in
Christ University,Punjab,Chandigarh,169084,354915,4.1,5,4,4,3,3,4,Female,71.4,JEE,42092,Engineering,CSE,No,2025-01-04,2025-02-03,+919213046954,christuniversity@edu.in
Mumbai University,Maharashtra,Nagpur,192184,392953,4.5,3,4,5,3,3,3,Male,85.3,NEET,27671,Commerce,BCom,No,2025-03-20,2025-05-05,+919028445382,mumbaiuniversity@edu.in
SRM Institute,Tamil Nadu,Chennai,221442,158012,3.1,4,3,5,4,5,5,Male,69.8,NEET,20110,Engineering,Civil,No,2025-05-28,2025-07-23,+919519011188,srminstitute@edu.in
Amity University,Maharashtra,Pune,210769,181536,4.4,5,5,3,3,3,4,Female,70.0,CET,2085,Commerce,BBA,Yes,2025-05-05,2025-07-24,+919963902408,amityuniversity@edu.in
BITS Pilani,Punjab,Chandigarh,288523,108413,4.1,3,3,4,4,3,3,Male,68.9,NEET,37638,Commerce,BCom,Yes,2025-01-23,2025-03-24,+917971619131,bitspilani@edu.in
Amity University,Punjab,Chandigarh,200901,251740,3.4,3,4,5,5,4,3,Female,83.5,CET,42318,Commerce,BBA,Yes,2025-01-19,2025-03-19,+919965762214,amityuniversity@edu.in
SRM Institute,Delhi,New Delhi,228013,356391,4.9,4,4,3,3,5,5,Male,66.9,CUET,19628,Engineering,Civil,Yes,2025-05-14,2025-07-05,+918386418761,srminstitute@edu.in
BITS Pilani,Gujarat,Surat,289851,353920,3.9,3,5,5,4,5,4,Male,97.6,JEE,11788,Medical,BDS,No,2025-06-03,2025-08-20,+919840531375,bitspilani@edu.in
BITS Pilani,Maharashtra,Nagpur,209847,284023,3.8,4,3,3,5,3,5,Female,77.6,NEET,17706,Engineering,ECE,Yes,2025-06-06,2025-07-26,+919495019920,bitspilani@edu.in
SRM Institute,Tamil Nadu,Chennai,165657,368221,3.1,5,5,3,4,4,3,Male,91.5,JEE,20174,Engineering,ECE,No,2025-03-07,2025-05-08,+919734226950,srminstitute@edu.in
Christ University,Uttar Pradesh,Noida,118910,316729,3.5,4,3,5,3,3,4,Male,72.9,NEET,47667,Arts,BA,Yes,2025-04-21,2025-05-29,+918533772874,christuniversity@edu.in
Anna University,Tamil Nadu,Chennai,247179,261716,3.6,3,4,4,3,4,5,Male,96.6,CET,48341,Commerce,BCom,No,2025-04-05,2025-06-27,+919754094263,annauniversity@edu.in
Christ University,Delhi,New Delhi,228502,102909,3.6,3,3,5,5,5,4,Male,86.1,CUET,37199,Engineering,ECE,No,2025-03-05,2025-05-16,+918871342387,christuniversity@edu.in
Mumbai University,Punjab,Chandigarh,133690,201248,3.7,3,3,3,3,3,4,Male,90.7,CUET,11229,Arts,BA,No,2025-04-18,2025-07-16,+918487344298,mumbaiuniversity@edu.in
Mumbai University,Uttar Pradesh,Noida,268052,103504,3.0,4,3,3,3,3,5,Female,97.8,NEET,32055,Arts,BA,Yes,2025-01-12,2025-03-31,+919514429237,mumbaiuniversity@edu.in
SRM Institute,Rajasthan,Jaipur,84703,97545,4.2,5,4,3,5,4,3,Female,89.2,CET,27385,Commerce,BBA,No,2025-05-10,2025-06-19,+917920182581,srminstitute@edu.in
Jadavpur University,Tamil Nadu,Chennai,233759,328437,3.8,4,5,3,3,3,4,Female,70.5,CET,33795,Medical,BDS,No,2025-04-24,2025-06-18,+919562560922,jadavpuruniversity@edu.in
